maxwidth,execution_time,MAE,MSE,R2_Score
3,361.7212007045746,0.115457590747093,0.023429430891182434,0.5408014682215261
5,489.65451884269714,0.1011232284215116,0.018108741315310345,0.6450828249747966
7,361.6885304450989,0.08423050039825582,0.014418629653217321,0.7174061291643772
