winter_PSurf,spring_PSurf,summer_PSurf,autumn_PSurf,winter_Qair,spring_Qair,summer_Qair,autumn_Qair,winter_Tair,spring_Tair,summer_Tair,autumn_Tair,winter_Wind,spring_Wind,summer_Wind,autumn_Wind,lon,lat,sand % topsoil,silt % topsoil,clay % topsoil,OC % topsoil,OC % subsoil,N % topsoil,N % subsoil,CaCO3 % topsoil
-0.011488139,-0.08766391,-0.080045074,-0.052239377,-0.026088541,-0.86146027,-0.47335973,-1.1063122,0.27542067,0.082833156,-0.525873,-0.1395694,-0.5792931,0.44615903,0.33132562,0.15825611,-2.1719542423932365,0.12890515146830736,1.0879389502902477,-0.24190837869673587,-0.17681513232411364,0.6772032318320923,-0.10612753718499286,-0.15867645284013662,-1.1511073948411918,0.9146012760804757
-0.27060452,-0.35131076,-0.3450974,-0.31359062,-0.44369522,-1.1630868,-1.000205,-1.4972419,0.045132454,-0.11320994,-0.71543205,-0.37033194,-1.2862657,-0.17027524,-0.41430974,-0.7032923,-2.1719542423932365,0.2455724721010156,1.0879389502902477,-0.24190837869673587,-0.17681513232411364,0.6772032318320923,-0.10612753718499286,-0.15867645284013662,-1.1511073948411918,0.9146012760804757
0.39470035,0.35580572,0.3542736,0.37254432,0.39023098,-0.015493605,0.27657792,-0.33441326,1.2089837,0.97276694,0.5342092,0.89028484,0.5155026,0.47459388,1.1315162,0.22964601,-2.0570275239243254,-0.45443145169523474,-2.367243041010365,-1.2110910365932044,-1.9782374413140753,-1.5962503075905432,0.05505126477517618,-1.0273705710722039,0.07046991927691135,-1.20744296466296
0.37963414,0.33157027,0.33403933,0.35230187,0.40678898,-0.1267891,0.21696037,-0.4142728,1.0683138,0.8667509,0.40041962,0.73622006,0.5131932,0.3521674,1.0124971,0.32086015,-2.0570275239243254,-0.3377641310625263,-0.7837489337691003,-1.1770098881836584,-0.8962261168785072,-0.6383344904180842,-1.310670450500655,-0.2735682555740553,-0.8383836024269574,-0.8308152451137941
0.7593685,0.7054889,0.7083465,0.72696346,0.26729894,-0.4348598,0.0025914242,-0.6505171,0.64535517,0.5156698,0.04317311,0.3419119,0.22018129,0.1400984,0.764863,0.19634421,-2.0570275239243254,-0.22109681042981782,0.09034510745842143,0.06162684932578471,0.4567429432894351,0.1727009014545975,-0.06314652332894755,-0.018564498286577115,0.11933301184163554,-0.03951844434460736
0.5875983,0.5256555,0.53034544,0.55160064,0.32550186,-0.48782614,0.023803635,-0.6939281,0.46508545,0.3769051,-0.11284672,0.15900941,-0.17138386,0.20786391,0.59420204,0.07162395,-2.0570275239243254,-0.10442948979710957,1.0680863365025501,0.011037644655364548,-0.4514121050443468,-0.1785348981753043,-0.44997564803335327,-0.7191242710543737,-1.1511073948411918,1.954543486775934
0.4505507,0.38181537,0.3857504,0.41147727,0.31051964,-0.60418797,-0.19752541,-0.7666574,0.44528088,0.3441416,-0.15732716,0.12984619,-0.43953025,0.32817674,0.41932747,-0.01750951,-2.0570275239243254,0.012237830835598668,0.09034510745842143,0.06162684932578471,0.4567429432894351,0.1727009014545975,-0.06314652332894755,-0.018564498286577115,0.11933301184163554,-0.03951844434460736
0.045071203,-0.030088944,-0.02560664,0.005006922,-0.040898938,-0.8648832,-0.7021378,-1.1016991,0.28481573,0.21361823,-0.2688663,-0.023875332,-0.45803067,0.43928334,0.39541793,0.10019003,-2.0570275239243254,0.12890515146830736,0.58417887542741,0.06162684932578471,0.4567429432894351,0.9518057660881967,0.8072190072559642,0.7660624472133544,0.70569012261832,0.009168965224004932
-0.32429495,-0.40458095,-0.39963502,-0.3658208,-0.4102801,-1.1108377,-1.1394064,-1.4494914,-0.0068868417,-0.047682602,-0.46937665,-0.2936252,-0.84828997,0.20407246,0.09030423,-0.23900427,-2.0570275239243254,0.2455724721010156,1.0879389502902477,-0.24190837869673587,-0.17681513232411364,0.6772032318320923,-0.10612753718499286,-0.15867645284013662,-1.1511073948411918,0.9146012760804757
0.033407588,0.21129037,0.2699846,0.17035022,0.7983143,0.036905184,-0.9461771,-1.3329645,3.012196,0.1775043,-3.058531,-0.12973654,-0.16585477,-0.68885946,-0.3203361,0.17823642,-2.0570275239243254,0.36223979273372386,-0.5614823785709979,1.9427464861495625,0.4203505734108503,0.766608708101522,-0.28879684607318423,0.09352506535626962,0.16819610440635946,0.8342968582661544
0.4618161,0.42930406,0.42110416,0.4439303,0.13046277,-0.2524597,-0.23664369,-0.5508074,1.0985372,0.9397341,0.5560707,0.87093675,0.7611525,0.6136297,1.2504462,0.39620748,-1.9421008054554139,-0.571098772327943,-0.7837489337691003,-1.1770098881836584,-0.8962261168785072,-0.6383344904180842,-1.310670450500655,-0.2735682555740553,-0.8383836024269574,-0.8308152451137941
0.42440224,0.38494807,0.38174215,0.40390322,0.046121847,-0.3382677,-0.25860882,-0.64668095,1.0183048,0.88274753,0.48936024,0.7939217,0.74756736,0.65660053,1.1831379,0.41277573,-1.9421008054554139,-0.45443145169523474,-0.7837489337691003,-1.1770098881836584,-0.8962261168785072,-0.6383344904180842,-1.310670450500655,-0.2735682555740553,-0.8383836024269574,-0.8308152451137941
0.4325679,0.3848219,0.3858307,0.40769547,0.07631508,-0.40157396,-0.23824577,-0.63355416,0.8568347,0.78498036,0.38912022,0.6690379,0.66594046,0.5411726,1.0119432,0.3740287,-1.9421008054554139,-0.3377641310625263,-0.7837489337691003,-1.1770098881836584,-0.8962261168785072,-0.6383344904180842,-1.310670450500655,-0.2735682555740553,-0.8383836024269574,-0.8308152451137941
0.622995,0.5667026,0.56796855,0.59126383,0.38895166,-0.35010353,-0.077827975,-0.4820863,0.8162295,0.73623514,0.35631782,0.58217275,0.2861869,0.27984077,0.7444282,0.19327708,-1.9421008054554139,-0.22109681042981782,-2.367243041010365,-1.2110910365932044,-1.9782374413140753,-1.5962503075905432,0.05505126477517618,-1.0273705710722039,0.07046991927691135,-1.20744296466296
0.4936124,0.43013972,0.43312088,0.45882884,0.45830762,-0.36045504,-0.024671663,-0.38781565,0.64635086,0.59719354,0.2221597,0.41861865,-0.07178074,0.23190732,0.520986,-0.01639868,-1.9421008054554139,-0.10442948979710957,2.7845102368972765,-1.2776557795805994,-2.2726847976044455,-1.225856191617192,1.0113788230721779,-1.1114377438043395,0.11933301184163554,-1.3018006555947876
0.4582856,0.39040372,0.39311033,0.42112017,0.14100768,-0.6163075,-0.39276648,-0.76280046,0.4046576,0.40966865,0.055198893,0.19736291,-0.41767946,0.35861385,0.3769173,-0.07552886,-1.9421008054554139,0.012237830835598668,1.0879389502902477,-0.24190837869673587,-0.17681513232411364,0.6772032318320923,-0.10612753718499286,-0.15867645284013662,-1.1511073948411918,0.9146012760804757
0.1707555,0.098016955,0.09986901,0.13237645,-0.12369876,-0.819426,-0.81978637,-0.9856658,0.3452439,0.3361544,0.0107285725,0.12984619,-0.42435208,0.3699542,0.38601026,0.017596029,-1.9421008054554139,0.12890515146830736,0.58417887542741,0.06162684932578471,0.4567429432894351,0.9518057660881967,0.8072190072559642,0.7660624472133544,0.70569012261832,0.009168965224004932
-0.2693091,-0.34665126,-0.3437577,-0.3093826,-0.48567516,-1.0713224,-1.2659296,-1.4213389,-0.09752876,-0.031431835,-0.31297848,-0.28379261,-0.5406484,0.25884655,0.36250868,-0.010332747,-1.9421008054554139,0.2455724721010156,1.0879389502902477,-0.24190837869673587,-0.17681513232411364,0.6772032318320923,-0.10612753718499286,-0.15867645284013662,-1.1511073948411918,0.9146012760804757
-0.04954872,-0.12452735,-0.13078335,-0.091375194,-0.5240248,-1.0421872,-1.4799412,-1.4963464,-0.05692374,-0.039688084,-0.30131057,-0.27428582,-1.6562973,-0.5930141,-0.63048494,-1.2938232,-1.9421008054554139,0.36223979273372386,-0.5614823785709979,1.9427464861495625,0.4203505734108503,0.766608708101522,-0.28879684607318423,0.09352506535626962,0.16819610440635946,0.8342968582661544
0.35475338,0.32050347,0.3093547,0.33670703,0.046728287,-0.30651322,-0.5505958,-0.59439456,1.0485185,0.9645107,0.6118505,0.8807693,1.094561,0.85815233,1.3282247,0.74573684,-1.8271740869865025,-0.571098772327943,0.09034510745842143,0.06162684932578471,0.4567429432894351,0.1727009014545975,-0.06314652332894755,-0.018564498286577115,0.11933301184163554,-0.03951844434460736
-0.058711775,-0.10279362,-0.10492259,-0.07734472,-0.07688431,-0.44102392,-0.58695924,-0.7078141,0.89644384,0.87474537,0.5229098,0.7555597,1.0415982,0.9564396,1.290744,0.71305346,-1.8271740869865025,-0.45443145169523474,-0.7837489337691003,-1.1770098881836584,-0.8962261168785072,-0.6383344904180842,-1.310670450500655,-0.2735682555740553,-0.8383836024269574,-0.8308152451137941
0.35395664,0.30475372,0.3047972,0.33006868,-0.1008848,-0.56144696,-0.5884533,-0.8095036,0.7964065,0.7932366,0.4787979,0.65920526,0.8558615,0.8555879,1.031894,0.56456536,-1.8271740869865025,-0.3377641310625263,-0.7837489337691003,-1.1770098881836584,-0.8962261168785072,-0.6383344904180842,-1.310670450500655,-0.2735682555740553,-0.8383836024269574,-0.8308152451137941
0.6283095,0.5716934,0.57145154,0.5977981,0.18756701,-0.49761763,-0.43004102,-0.63028944,0.69536465,0.71998405,0.41208723,0.56315917,0.30978557,0.49401787,0.6363124,0.22598483,-1.8271740869865025,-0.22109681042981782,2.7845102368972765,-1.2776557795805994,-2.2726847976044455,-1.225856191617192,1.0113788230721779,-1.1114377438043395,0.11933301184163554,-1.3018006555947876
0.5778989,0.515209,0.5152661,0.54446346,0.3543255,-0.3968002,-0.31154698,-0.39520788,0.60573685,0.6544643,0.35631782,0.48613536,-0.13619149,0.39916357,0.42414495,-0.108614355,-1.8271740869865025,-0.10442948979710957,2.7845102368972765,-1.2776557795805994,-2.2726847976044455,-1.225856191617192,1.0113788230721779,-1.1114377438043395,0.11933301184163554,-1.3018006555947876
0.4992925,0.43166122,0.4319956,0.46307042,0.06955517,-0.6627368,-0.6287092,-0.7271391,0.38485304,0.4504194,0.20065613,0.24554874,-0.3742101,0.43241528,0.3750801,-0.08980668,-1.8271740869865025,0.012237830835598668,1.0879389502902477,-0.24190837869673587,-0.17681513232411364,0.6772032318320923,-0.10612753718499286,-0.15867645284013662,-1.1511073948411918,0.9146012760804757
0.27649027,0.20610523,0.20527904,0.23929812,-0.22136882,-0.8266569,-0.9863501,-0.97945476,0.2838108,0.3686489,0.15617569,0.14918557,-0.3789234,0.3438811,0.40479353,-0.07922095,-1.8271740869865025,0.12890515146830736,1.0879389502902477,-0.24190837869673587,-0.17681513232411364,0.6772032318320923,-0.10612753718499286,-0.15867645284013662,-1.1511073948411918,0.9146012760804757
-0.03188659,-0.10461465,-0.10521453,-0.06994497,-0.5291034,-0.9950549,-1.2899623,-1.3486078,-0.077724196,0.05859519,-0.08915304,-0.18743844,-0.42844972,0.18691863,0.39531466,-0.097081944,-1.8271740869865025,0.2455724721010156,1.0879389502902477,-0.24190837869673587,-0.17681513232411364,0.6772032318320923,-0.10612753718499286,-0.15867645284013662,-1.1511073948411918,0.9146012760804757
-0.16620526,-0.2400004,-0.24552825,-0.20646085,-0.5642008,-0.9401216,-1.4715475,-1.3990068,-0.13714711,-0.047682602,-0.18940318,-0.2936252,-0.9206402,-0.07667782,-0.0077831694,-0.6170742,-1.8271740869865025,0.36223979273372386,0.58417887542741,0.06162684932578471,0.4567429432894351,0.9518057660881967,0.8072190072559642,0.7660624472133544,0.70569012261832,0.009168965224004932
0.88932,0.86509204,0.8422002,0.871716,-0.036296748,-0.29010323,-0.86795735,-0.4927306,1.1391512,1.0619936,0.74527156,1.0636628,1.2353867,0.71849495,1.1150751,0.7771364,-1.7122473685175914,-0.6877660929606515,0.3219589349815648,0.45968401239040557,0.4898269159063312,0.1727009014545975,1.0328693300002,0.7380400563026394,1.096594863136118,0.033260290568301494
0.60242647,0.5692388,0.55234545,0.5835625,-0.013185344,-0.3514387,-0.8404088,-0.56043655,1.0078952,0.98075414,0.6789297,0.9289464,1.3361046,0.99987996,1.2843517,0.9922145,-1.7122473685175914,-0.571098772327943,-0.7837489337691003,-1.1770098881836584,-0.8962261168785072,-0.6383344904180842,-1.310670450500655,-0.2735682555740553,-0.8383836024269574,-0.8308152451137941
0.34998518,0.30788642,0.29885712,0.33042744,-0.12883584,-0.48449475,-0.8860279,-0.7725658,0.8568347,0.8829943,0.6125875,0.79423,1.1414207,1.0807916,1.2519624,0.86746067,-1.7122473685175914,-0.45443145169523474,-0.7837489337691003,-1.1770098881836584,-0.8962261168785072,-0.6383344904180842,-1.310670450500655,-0.2735682555740553,-0.8383836024269574,-0.8308152451137941
0.17264473,0.12205292,0.12046769,0.1501522,-0.13376217,-0.5837153,-0.8393056,-0.8617201,0.766202,0.8177439,0.56810683,0.6978668,0.94141006,1.0721004,1.0436543,0.7500284,-1.7122473685175914,-0.3377641310625263,-0.7837489337691003,-1.1770098881836584,-0.8962261168785072,-0.6383344904180842,-1.310670450500655,-0.2735682555740553,-0.8383836024269574,-0.8308152451137941
0.30063432,0.24326044,0.2450349,0.27286112,-0.07488158,-0.6420183,-0.7888207,-0.8851385,0.47449005,0.6137063,0.3785478,0.42844248,0.39539197,0.83943,0.60324305,0.39165834,-1.7122473685175914,-0.22109681042981782,2.7845102368972765,-1.2776557795805994,-2.2726847976044455,-1.225856191617192,1.0113788230721779,-1.1114377438043395,0.11933301184163554,-1.3018006555947876
0.18935475,0.12529601,0.12896098,0.15864864,0.15551382,-0.52443546,-0.58846474,-0.57504034,0.3942481,0.540192,0.34536648,0.3419119,-0.09467348,0.58553773,0.3332502,-0.0813337,-1.7122473685175914,-0.10442948979710957,2.7845102368972765,-1.2776557795805994,-2.2726847976044455,-1.225856191617192,1.0113788230721779,-1.1114377438043395,0.11933301184163554,-1.3018006555947876
0.17404035,0.106111445,0.108566165,0.14093795,0.06165936,-0.6143981,-0.7127911,-0.61907065,0.33283374,0.49117744,0.34573498,0.28390223,-0.30384246,0.47430307,0.2957477,-0.14491145,-1.7122473685175914,0.012237830835598668,0.09034510745842143,0.06162684932578471,0.4567429432894351,0.1727009014545975,-0.06314652332894755,-0.018564498286577115,0.11933301184163554,-0.03951844434460736
0.24199046,0.17300001,0.17126775,0.20675397,-0.17947847,-0.7610865,-1.0114616,-0.8201297,0.25359705,0.40967625,0.3016228,0.19737166,-0.37871286,0.28141412,0.2712224,-0.2040119,-1.7122473685175914,0.12890515146830736,1.0879389502902477,-0.24190837869673587,-0.17681513232411364,0.6772032318320923,-0.10612753718499286,-0.15867645284013662,-1.1511073948411918,0.9146012760804757
-0.058005054,-0.12919478,-0.12996615,-0.09413274,-0.48698595,-0.9056478,-1.2948737,-1.2289128,-0.04751931,0.13184772,0.078534424,-0.120238505,-0.447519,0.16321217,0.32661542,-0.26513857,-1.7122473685175914,0.2455724721010156,1.0879389502902477,-0.24190837869673587,-0.17681513232411364,0.6772032318320923,-0.10612753718499286,-0.15867645284013662,-1.1511073948411918,0.9146012760804757
-0.11982873,-0.19007565,-0.19717441,-0.15776558,-0.5680679,-0.8139574,-1.4411286,-1.26563,-0.12875699,0.042082425,0.0118237585,-0.20677783,-0.73046154,0.07060893,0.1483591,-0.48388037,-1.7122473685175914,0.36223979273372386,0.58417887542741,0.06162684932578471,0.4567429432894351,0.9518057660881967,0.8072190072559642,0.7660624472133544,0.70569012261832,0.009168965224004932
-0.52836776,-0.6013995,-0.6071837,-0.5674118,-0.6584751,-0.74150616,-1.54909,-1.3085972,-0.34862646,-0.22748226,-0.23350497,-0.44734696,-1.3609954,-0.029377328,0.058052078,-0.6880103,-1.7122473685175914,0.47890711336643255,1.0879389502902477,-0.24190837869673587,-0.17681513232411364,0.6772032318320923,-0.10612753718499286,-0.15867645284013662,-1.1511073948411918,0.9146012760804757
0.90031487,0.88039505,0.8530033,0.8841142,0.1193053,-0.22449407,-0.80901986,-0.19227782,1.2902118,1.1674786,0.91223234,1.236724,1.1359026,0.3877337,0.6360304,0.54793185,-1.5973206500486803,-0.8044334135933597,0.3219589349815648,0.45968401239040557,0.4898269159063312,0.1727009014545975,1.0328693300002,0.7380400563026394,1.096594863136118,0.033260290568301494
0.87054306,0.84466964,0.81952506,0.8526305,-0.047760155,-0.32069528,-1.008563,-0.43281004,1.0985372,1.0537374,0.7897419,1.0538303,1.4550014,0.85456735,1.1143198,0.89666945,-1.5973206500486803,-0.6877660929606515,0.3219589349815648,0.45968401239040557,0.4898269159063312,0.1727009014545975,1.0328693300002,0.7380400563026394,1.096594863136118,0.033260290568301494
0.5144716,0.4795492,0.4607474,0.49591362,0.016129848,-0.30935404,-1.0112127,-0.51083326,0.9776904,0.98874104,0.74564004,0.9577928,1.3650348,1.0722882,1.1799246,0.98308957,-1.5973206500486803,-0.571098772327943,-0.7837489337691003,-1.1770098881836584,-0.8962261168785072,-0.6383344904180842,-1.310670450500655,-0.2735682555740553,-0.8383836024269574,-0.8308152451137941
0.177403,0.13384497,0.1226432,0.15831873,-0.020668471,-0.4076926,-1.0098547,-0.6145032,0.8464344,0.8992451,0.6679988,0.8230764,1.2773861,1.1597126,1.0746142,0.8991113,-1.5973206500486803,-0.45443145169523474,-0.7837489337691003,-1.1770098881836584,-0.8962261168785072,-0.6383344904180842,-1.310670450500655,-0.2735682555740553,-0.8383836024269574,-0.8308152451137941
-0.20261465,-0.25464904,-0.2561009,-0.22234175,-0.026699912,-0.44161695,-0.90493804,-0.7009045,0.6849643,0.8012238,0.62388664,0.6978668,1.1552049,1.2304752,0.93685615,0.82806087,-1.5973206500486803,-0.3377641310625263,-0.7837489337691003,-1.1770098881836584,-0.8962261168785072,-0.6383344904180842,-1.310670450500655,-0.2735682555740553,-0.8383836024269574,-0.8308152451137941
0.06550701,0.008314394,0.00945515,0.040703878,-0.08221582,-0.5801761,-0.93785036,-0.8407245,0.44326183,0.6216935,0.45655757,0.46710402,0.6191789,1.0506998,0.6330554,0.56461674,-1.5973206500486803,-0.22109681042981782,-0.7837489337691003,-1.1770098881836584,-0.8962261168785072,-0.6383344904180842,-1.310670450500655,-0.2735682555740553,-0.8383836024269574,-0.8308152451137941
0.15524836,0.09302901,0.09548015,0.1271859,0.05607238,-0.5755856,-0.7932408,-0.6234352,0.3432337,0.54018444,0.45692608,0.37075835,0.026162034,0.7570702,0.32479596,0.03055561,-1.5973206500486803,-0.10442948979710957,2.7845102368972765,-1.2776557795805994,-2.2726847976044455,-1.225856191617192,1.0113788230721779,-1.1114377438043395,0.11933301184163554,-1.3018006555947876
0.07949571,0.013725478,0.015848003,0.04943968,0.027604476,-0.5760804,-0.84276867,-0.57678723,0.2932154,0.50742847,0.45765275,0.31274867,-0.15484613,0.4843848,0.22417046,-0.11901354,-1.5973206500486803,0.012237830835598668,0.09034510745842143,0.06162684932578471,0.4567429432894351,0.1727009014545975,-0.06314652332894755,-0.018564498286577115,0.11933301184163554,-0.03951844434460736
0.17513539,0.108468585,0.106714636,0.14260419,-0.13204584,-0.63404685,-1.0089744,-0.73055965,0.22339217,0.4339066,0.42447144,0.2262006,-0.3178603,0.25527996,0.10830046,-0.24330662,-1.5973206500486803,0.12890515146830736,0.09034510745842143,0.06162684932578471,0.4567429432894351,0.1727009014545975,-0.06314652332894755,-0.018564498286577115,0.11933301184163554,-0.03951844434460736
